Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Erick Algarin,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.78,6.99,6.46,6.16,0,0,999,sa737062
Tyler Watson,Mariners,0,0,5.86,0,1,0,1,1,1,0,1,1,1.8,5.46,6.11,6.16,0,0,999,sa659063
Andry Rondon,Cubs,0,0,5.8,0,1,0,1,1,1,0,1,1,1.83,6.37,7.1,6.16,0,0,999,sa830157
Henry Centeno,Twins,0,0,6.18,0,0,0,1,1,1,0,1,1,1.7,5.32,4.88,6.16,0,0,999,sa596373
Gustavo Armas,Phillies,0,0,6.01,0,0,0,1,1,1,0,1,1,1.69,5.45,4.96,6.16,0,0,999,sa833631
Nick Vespi,Orioles,0,0,5.99,0,0,0,1,1,1,0,1,1,1.75,5.65,5.51,6.16,0,0,999,sa875778
Juan Florentino,Red Sox,0,0,6.13,0,1,0,1,1,1,0,1,1,1.8,6.02,6.21,6.16,0,0,999,sa886971
Michael Bolaski,Angels,0,0,5.93,0,0,0,1,1,1,0,0,1,1.74,4,5.11,6.17,0,0,999,sa549616
Scott Williams,Rangers,0,0,6.12,0,1,0,1,1,1,0,1,1,1.71,6.84,5.6,6.17,0,0,999,sa829019
Alex Wells,Orioles,0,0,6,0,0,0,1,1,1,0,1,0,1.57,4.7,3.34,6.17,0,0,999,sa919319
Ruben Vicente,,0,0,6.05,0,1,0,1,1,1,0,1,1,1.76,5,5.39,6.17,0,0,999,sa244124
Aaron Quillen,Reds,0,0,6.06,0,1,0,1,1,1,0,1,1,1.71,5.8,5.08,6.17,0,0,999,sa918489
Logan Verrett,Orioles,2,3,6.22,8,8,0,45,53,31,10,30,21,1.63,5.95,4.15,6.17,-0.2,-0.3,999,12905
Neil Kozikowski,Pirates,0,0,6.09,0,1,0,1,1,1,0,1,1,1.87,5.38,6.63,6.17,0,0,999,sa737863
A.J. Puckett,White Sox,0,0,6.12,0,0,0,1,1,1,0,1,1,1.71,5.53,5.01,6.17,0,0,999,sa738686
Jacob Howell,Nationals,0,0,6.05,0,1,0,1,1,1,0,1,1,1.84,6.01,6.59,6.17,0,0,999,sa918468
Colin Holderman,Mets,0,0,6.11,0,0,0,1,1,1,0,1,1,1.77,5.38,5.61,6.17,0,0,999,sa918172
Brady Lail,Yankees,0,0,6.03,0,0,0,1,1,1,0,1,0,1.56,5.67,3.73,6.17,0,0,999,sa658405
Alex Gouin,Diamondbacks,0,0,6.28,0,0,0,1,1,1,0,1,1,1.74,4.95,4.91,6.18,0,0,999,sa921980
Mauricio Llovera,Phillies,0,0,6,0,0,0,1,1,1,0,1,1,1.7,6.46,5.53,6.18,0,0,999,sa871671
Gregorio Sequera,Dodgers,0,0,5.97,0,0,0,1,1,1,0,1,1,1.77,5.34,5.82,6.18,0,0,999,sa876537
Norwith Gudino,,0,0,6.12,0,0,0,1,1,1,0,1,1,1.75,4.89,5.25,6.18,0,0,999,sa872808
Tyler Hallead,Phillies,0,0,5.9,0,1,0,1,1,1,0,1,1,1.84,6.57,7.05,6.18,0,0,999,sa918521
Luis Niebla,Rockies,0,0,6.35,0,0,0,1,1,1,0,1,1,1.7,6.24,4.82,6.18,0,0,999,sa542987
Vanny Valenzuela,,0,0,6.08,0,0,0,1,1,1,0,1,1,1.67,6.06,5.01,6.18,0,0,999,sa509795
Jared Cheek,Cubs,0,0,5.96,0,1,0,1,1,1,0,1,1,1.77,6.22,6.24,6.18,0,0,999,sa875288
Eduardo Rivera,Yankees,0,0,5.95,0,1,0,1,1,1,0,1,1,1.78,7.22,6.64,6.18,0,0,999,sa597029
Jake Shull,Tigers,0,0,6.05,0,1,0,1,1,1,0,1,1,1.74,5.13,5.31,6.18,0,0,999,sa875585
Mack Lemieux,Diamondbacks,0,0,6.09,0,0,0,1,1,1,0,1,1,1.72,5.4,5.24,6.19,0,0,999,sa875726
Mitch Gueller,Phillies,0,0,6.11,0,0,0,1,1,1,0,1,1,1.77,5.48,5.6,6.19,0,0,999,sa657870
Blake Cederlind,Pirates,0,0,6.21,0,0,0,1,1,1,0,1,1,1.84,5.46,6.23,6.19,0,0,999,sa875318
Mark McCoy,Royals,0,0,5.89,0,1,0,1,1,1,0,1,1,1.87,5.69,7.01,6.19,0,0,999,sa658793
Bob Wheatley,Cardinals,0,0,5.91,0,1,0,1,1,1,0,1,1,1.85,5.74,6.76,6.19,0,0,999,sa829397
Sean Carley,Yankees,0,0,6.04,0,1,0,1,1,1,0,1,1,1.71,5.61,5.16,6.19,0,0,999,sa738932
Tyler Wells,Twins,0,0,6.16,0,0,0,1,1,1,0,1,1,1.67,6.06,5.02,6.19,0,0,999,sa918346
Brock Hartson,Indians,0,0,6.11,0,0,0,1,1,1,0,1,0,1.61,4.65,3.79,6.19,0,0,999,sa857665
Jackson McClelland,Blue Jays,0,0,6.13,0,1,0,1,1,1,0,1,1,1.75,5.87,5.63,6.19,0,0,999,sa659000
David Palladino,Yankees,0,0,5.97,0,1,0,1,1,1,0,1,1,1.77,6.74,6.34,6.2,0,0,999,sa599045
Gaither Bumgardner,Angels,0,0,5.84,0,1,0,1,1,1,0,1,1,1.8,5.78,6.53,6.2,0,0,999,sa738264
Juan Perez,Cardinals,0,0,6.09,0,1,0,1,1,1,0,1,1,1.8,5.67,6.16,6.2,0,0,999,sa657633
Cecil Tanner,Marlins,0,0,5.98,0,1,0,1,1,1,0,1,1,1.97,6.74,8.35,6.2,0,0,999,sa526565
Andrew Gutierrez,,0,0,6.14,0,0,0,1,1,1,0,1,1,1.8,5.33,5.91,6.2,0,0,999,sa3002587
Trey Killian,Rockies,0,0,6.43,0,0,0,1,1,1,0,1,0,1.66,5.56,4.05,6.2,0,0,999,sa827345
Logan Boyd,Red Sox,0,0,6.15,0,0,0,1,1,1,0,1,1,1.69,5.13,4.73,6.2,0,0,999,sa875769
Sam Johns,Nationals,0,0,6.11,0,1,0,1,1,1,0,1,1,1.79,5.3,5.79,6.2,0,0,999,sa829559
Daniel Flores,,0,0,6.17,0,0,0,1,1,1,0,1,1,1.81,5.54,6,6.2,0,0,999,sa977180
Carlos Hernandez,Diamondbacks,0,0,6.16,0,0,0,1,1,1,0,1,1,1.78,6.46,6.26,6.2,0,0,999,sa657734
Kieran Lovegrove,Indians,0,0,6.03,0,1,0,1,1,1,0,1,1,1.77,5.89,6.04,6.21,0,0,999,sa657950
Lane Hobbs,White Sox,0,0,6.14,0,1,0,1,1,1,0,1,1,1.7,5.4,4.78,6.21,0,0,999,sa918431
Steven Moyers,Mariners,0,0,5.95,0,1,0,1,1,1,0,1,1,1.75,4.7,5.32,6.21,0,0,999,sa920718
Carlos Salazar,Braves,0,0,5.8,0,1,0,1,1,1,0,1,1,1.98,8.83,9.48,6.21,0,0,999,sa737688
Rob McDonnell,Dodgers,0,0,5.9,0,0,0,1,1,1,0,1,1,1.75,5.83,5.86,6.21,0,0,999,sa875828
Ryan Luna,Rockies,0,0,6.47,0,0,0,1,1,1,0,1,1,1.82,4.61,5.13,6.21,0,0,999,sa918646
Isaac Castro,,0,0,6.18,0,0,0,1,1,1,0,1,1,1.71,5.44,5,6.21,0,0,999,sa739472
Austin Chrismon,Astros,0,0,6.26,0,0,0,1,1,1,0,1,0,1.63,5.03,3.89,6.21,0,0,999,sa549934
Braulio Ortiz,Reds,0,0,5.96,0,1,0,1,1,1,0,1,1,1.81,7.64,7.14,6.21,0,0,999,sa603264
Daniel Duarte,,0,0,5.96,0,1,0,1,1,1,0,1,1,1.86,6.09,7,6.21,0,0,999,sa877364
Michael Suarez,Mariners,0,0,6,0,0,0,1,1,1,0,1,1,1.77,5.11,5.63,6.21,0,0,999,sa735869
Hector Perez,Astros,0,0,6.09,0,0,0,1,1,1,0,1,1,1.86,7.41,7.45,6.21,0,0,999,sa873324
Tom de Blok,Tigers,0,0,6.2,0,0,0,1,1,1,0,1,0,1.66,5.17,4.44,6.21,0,0,999,sa971762
Juan Pena,Rockies,0,0,6.31,0,1,0,1,1,1,0,1,1,1.86,5.97,6.31,6.21,0,0,999,sa828553
Gilberto Chu,Nationals,0,0,5.88,0,1,0,1,1,1,0,1,1,1.87,5.65,6.87,6.21,0,0,999,sa873302
Elias Torres,Rays,0,0,5.8,0,1,0,1,1,1,0,1,1,1.87,6.41,7.52,6.21,0,0,999,sa657277
Mike Morrison,White Sox,0,0,6.03,0,1,0,1,1,1,0,1,1,1.76,7.08,6.28,6.21,0,0,999,sa918612
Jake Cose,White Sox,0,0,6.15,0,0,0,1,1,1,0,1,1,1.78,5.86,5.86,6.22,0,0,999,sa599358
Zach Thompson,White Sox,0,0,6.11,0,0,0,1,1,1,0,1,1,1.82,5.67,6.24,6.22,0,0,999,sa602893
Jesse Estrada,,0,0,6.11,0,0,0,1,1,1,0,0,0,1.58,3.93,3.22,6.22,0,0,999,sa273164
Pedro Silverio,Cubs,0,0,5.87,0,1,0,1,1,1,0,1,1,1.81,6.82,7,6.22,0,0,999,sa749438
Jose Nin,White Sox,0,0,6.03,0,1,0,1,1,1,0,1,1,1.77,5.43,5.69,6.22,0,0,999,sa828548
Michaelangelo Guzman,,0,0,6.03,0,0,0,1,1,1,0,1,1,1.79,6.06,6.15,6.22,0,0,999,sa738504
Bladimir Matos,Braves,0,0,5.98,0,1,0,1,1,1,0,1,1,1.87,7.05,7.53,6.22,0,0,999,sa877507
Patrick McGuff,Twins,0,0,6.13,0,1,0,1,1,1,0,1,1,1.81,6.01,6.32,6.22,0,0,999,sa918916
Eury Sanchez,Angels,0,0,5.83,0,1,0,1,1,1,0,1,1,1.77,6.07,6.43,6.22,0,0,999,sa657489
Rogelio Bernal,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.82,6.11,6.51,6.22,0,0,999,sa914044
Bo Takahashi,Diamondbacks,0,0,6.23,0,0,0,1,1,1,0,1,1,1.65,5.7,4.59,6.22,0,0,999,sa830370
Armando Ruiz,Athletics,0,0,6.07,0,1,0,1,1,1,0,1,1,1.77,6.25,6.19,6.22,0,0,999,sa875995
Billy Roth,Pirates,0,0,6.09,0,1,0,1,1,1,0,1,1,1.92,5.7,7.24,6.22,0,0,999,sa738186
Ryan Longstreth,Tigers,0,0,6.11,0,0,0,1,1,1,0,1,1,1.71,4.8,4.88,6.22,0,0,999,sa658975
Andrew Brown,Phillies,0,0,6.11,0,0,0,1,1,1,0,1,1,1.82,4.93,5.89,6.22,0,0,999,sa918255
Bryan Dobzanski,Cardinals,0,0,6.15,0,0,0,1,1,1,0,1,1,1.76,4.83,5.37,6.22,0,0,999,sa829656
Carlos Misell,Mariners,0,0,6.17,0,1,0,1,1,1,0,1,1,1.7,5.67,5.02,6.23,0,0,999,sa750535
Drew Van Orden,Nationals,0,0,6.24,0,0,0,1,1,1,0,1,1,1.77,4.67,5.19,6.23,0,0,999,sa829316
Seth Martinez,Athletics,0,0,6.26,0,0,0,1,1,1,0,1,0,1.69,4.57,4.45,6.23,0,0,999,sa918364
Alberto Guerrero,Marlins,0,0,6.21,0,0,0,1,1,1,0,1,1,1.87,4.88,6.42,6.23,0,0,999,sa872514
Patrick Murphy,Blue Jays,0,0,6.27,0,0,0,1,1,1,0,1,1,1.76,4.63,5.08,6.23,0,0,999,sa737629
Henry Garcia,,0,0,6.02,0,0,0,1,1,1,0,0,1,1.69,4.48,4.65,6.23,0,0,999,sa733543
Carlos Hernandez,Mariners,0,0,6.04,0,1,0,1,1,1,0,1,1,1.75,5.66,5.72,6.23,0,0,999,sa828356
Ryan Colegate,Indians,0,0,6.06,0,1,0,1,1,1,0,1,1,1.78,4.78,5.6,6.23,0,0,999,sa876263
Austin Glorius,Red Sox,0,0,6.09,0,1,0,1,1,1,0,1,1,1.86,6.82,7.32,6.23,0,0,999,sa883131
Diego Cordero,Cardinals,0,0,6,0,0,0,1,1,1,0,0,1,1.85,4.46,6.21,6.23,0,0,999,sa873150
Thomas Cosgrove,Padres,0,0,6.02,0,0,0,1,1,1,0,1,1,1.86,5.2,6.5,6.23,0,0,999,sa915675
Mike Burke,Orioles,0,0,6.11,0,1,0,1,1,1,0,1,1,1.66,6.05,4.79,6.23,0,0,999,sa829509
Daniel Koger,Rockies,0,0,6.22,0,1,0,1,1,1,0,1,1,1.86,6.03,6.41,6.23,0,0,999,sa827428
Pedro Brito,,0,0,6.04,0,0,0,1,1,1,0,1,1,1.82,4.79,5.98,6.23,0,0,999,sa830145
Joseph Camacho,Athletics,0,0,6.19,0,1,0,1,1,1,0,1,1,1.77,5.19,5.56,6.24,0,0,999,sa913096
Johan Belisario,Tigers,0,0,6.05,0,1,0,1,1,1,0,1,1,1.75,6.21,5.97,6.24,0,0,999,sa546553
Philip Walby,Blue Jays,0,0,6.11,0,1,0,1,1,1,0,1,1,1.84,5.63,6.5,6.24,0,0,999,sa550369
Kendry Melo,Giants,0,0,5.89,0,1,0,1,1,1,0,1,1,1.89,6.25,7.72,6.24,0,0,999,sa830425
Ian Tompkins,Royals,0,0,5.95,0,1,0,1,1,1,0,1,1,1.9,6.04,7.4,6.24,0,0,999,sa827448
Tyler Phillips,Rangers,0,0,6.33,0,0,0,1,1,1,0,1,1,1.73,4.62,4.66,6.24,0,0,999,sa875646
Edgar Gomez,,0,0,6.12,0,1,0,1,1,1,0,1,1,1.71,5.58,5.21,6.24,0,0,999,sa740804
Alfredo Mena,Reds,0,0,6.01,0,1,0,1,1,1,0,1,1,1.82,6.53,6.66,6.24,0,0,999,sa828744
Luis Castillo,Diamondbacks,0,0,6.13,0,1,0,1,1,1,0,1,1,1.9,5.84,7.11,6.24,0,0,999,sa657838
Dylan Craig,Rockies,0,0,6.35,0,0,0,1,1,1,0,1,1,1.79,4.99,5.21,6.25,0,0,999,sa829036
Cristian Alvarado,Orioles,0,0,6.22,0,0,0,1,1,1,0,1,0,1.57,4.86,3.2,6.25,0,0,999,sa657885
Witt Haggard,Mets,0,0,6.01,0,1,0,1,1,1,0,1,1,1.9,6.56,7.49,6.25,0,0,999,sa857656
Sam Hentges,Indians,0,0,6.04,0,0,0,1,1,1,0,1,1,1.79,5.87,6.2,6.25,0,0,999,sa828881
Luis Madero,Angels,0,0,6.01,0,0,0,1,1,1,0,0,1,1.7,4.32,4.88,6.25,0,0,999,sa828288
Geno Encina,Blue Jays,0,0,6.26,0,1,0,1,1,1,0,1,1,1.73,5.23,5.1,6.25,0,0,999,sa875765
Clark Beeker,Twins,0,0,6.29,0,0,0,1,1,1,0,0,0,1.62,4.24,3.53,6.25,0,0,999,sa918889
Leo Crawford,Dodgers,0,0,5.87,0,0,0,1,1,1,0,1,1,1.66,4.95,4.82,6.25,0,0,999,sa872530
John Kilichowski,Cardinals,0,0,6.13,0,0,0,1,1,1,0,1,1,1.78,5.51,5.88,6.25,0,0,999,sa873677
Jose Geraldo,Mets,0,0,6.22,0,0,0,1,1,1,0,0,1,1.78,4.47,5.23,6.25,0,0,999,sa837791
Alex Schick,Twins,0,0,6.33,0,0,0,1,1,1,0,1,1,1.73,4.98,4.89,6.26,0,0,999,sa738140
Jake Simon,Mets,0,0,5.95,0,0,0,1,1,1,0,1,1,1.87,5.15,6.65,6.26,0,0,999,sa875558
Adams Cuevas,Blue Jays,0,0,6.15,0,1,0,1,1,1,0,1,1,1.82,5.8,6.4,6.26,0,0,999,sa920823
Andin Diaz,Cubs,0,0,5.68,0,1,0,1,1,1,0,1,1,1.96,6.26,8.29,6.26,0,0,999,sa658855
Victor Diaz,White Sox,0,0,6.02,0,1,0,1,1,1,0,1,1,1.86,6.46,7.03,6.26,0,0,999,sa872865
Tyson Miller,Cubs,0,0,6.08,0,0,0,1,1,1,0,1,1,1.7,5.3,5.1,6.26,0,0,999,sa873257
Derek Callahan,Yankees,0,0,6.1,0,0,0,1,1,1,0,1,1,1.71,5.02,4.87,6.26,0,0,999,sa829221
Craig Schlitter,Rockies,0,0,6.47,0,0,0,1,1,1,0,1,1,1.69,6.36,4.73,6.26,0,0,999,sa709582
Remey Reed,Marlins,0,0,6.32,0,0,0,1,1,1,0,1,1,1.81,5.03,5.82,6.26,0,0,999,sa918085
Colton Cross,Brewers,0,0,6.29,0,1,0,1,1,1,0,1,1,1.85,6.56,6.54,6.26,0,0,999,sa876066
Sam Sheehan,Athletics,0,0,6.1,0,1,0,1,1,1,0,1,1,1.92,6.62,7.71,6.26,0,0,999,sa918715
Keegan Akin,Orioles,0,0,6.11,0,0,0,1,1,1,0,1,1,1.72,6.32,5.48,6.26,0,0,999,sa873980
Jordan Smith,Tigers,0,0,6.16,0,0,0,1,1,1,0,0,1,1.75,4.38,5.03,6.26,0,0,999,sa709167
Roniel Raudes,Red Sox,0,0,6.31,0,0,0,1,1,1,0,1,0,1.64,5.38,4.38,6.26,0,0,999,sa872825
Jerad Grundy,Athletics,0,0,6.08,0,1,0,1,1,1,0,1,1,1.88,5.26,6.7,6.27,0,0,999,sa503656
Sergio Cubilete,Pirates,0,0,6.28,0,0,0,1,1,1,0,0,1,1.85,4.34,5.81,6.27,0,0,999,sa917366
Tyler Peyton,Cubs,0,0,6.1,0,1,0,1,1,1,0,1,1,1.8,5.17,5.92,6.27,0,0,999,sa876105
Matt Ball,Rangers,0,0,6.33,0,0,0,1,1,1,0,1,1,1.82,5.11,5.78,6.27,0,0,999,sa737933
Levi MaVorhis,Cardinals,0,0,6.19,0,1,0,1,1,1,0,1,1,1.83,5.07,6.1,6.27,0,0,999,sa856277
Jonathan Massad,Athletics,0,0,6.32,0,0,0,1,1,1,0,0,1,1.74,4.46,4.79,6.27,0,0,999,sa738425
Daniel Guerrero,,0,0,6.14,0,0,0,1,1,1,0,1,0,1.66,4.73,4.37,6.27,0,0,999,sa325916
Drew Strotman,Rays,0,0,6.11,0,0,0,1,1,1,0,1,1,1.78,4.54,5.57,6.27,0,0,999,sa3004584
Jesus Alcantar,,0,0,6.2,0,0,0,1,1,1,0,0,0,1.68,4.37,4.28,6.28,0,0,999,sa3002590
Matt Borens,Yankees,0,0,6.23,0,0,0,1,1,1,0,1,0,1.66,5.05,4.19,6.28,0,0,999,sa829013
Carson Cross,Cardinals,0,0,6.26,0,0,0,1,1,1,0,0,1,1.78,4.39,5.22,6.28,0,0,999,sa709597
Tyler Vail,Diamondbacks,0,0,6.34,0,0,0,1,1,1,0,1,1,1.78,4.89,5.39,6.28,0,0,999,sa549653
Paul Balestrieri,Cardinals,0,0,6.23,0,0,0,1,1,1,0,1,1,1.88,4.5,6.25,6.28,0,0,999,sa915714
Delvy Francisco,Indians,0,0,6.1,0,1,0,1,1,1,0,1,1,1.79,6.23,6.36,6.28,0,0,999,sa547825
Hobie Harris,Yankees,0,0,6.03,0,1,0,1,1,1,0,1,1,1.75,6.61,6.1,6.28,0,0,999,sa876068
Paul Hendrix,Indians,0,0,6.08,0,1,0,1,1,1,0,1,1,1.76,6.16,6.02,6.28,0,0,999,sa658907
Jonathan Hennigan,Phillies,0,0,5.92,0,1,0,1,1,1,0,1,1,1.84,7.39,7.38,6.28,0,0,999,sa918447
Ronald Bolanos,Padres,0,0,6.21,0,0,0,1,1,1,0,1,1,1.82,5.43,6.09,6.28,0,0,999,sa3002595
Jacob Constante,Reds,0,0,5.93,0,0,0,1,1,1,0,1,1,1.85,5.1,6.45,6.28,0,0,999,sa737955
Bailey Clark,Cubs,0,0,6.08,0,0,0,1,1,1,0,1,1,1.8,5.83,6.38,6.28,0,0,999,sa857562
Brady Anderson,Twins,0,0,6.31,0,0,0,1,1,1,0,0,0,1.65,3.86,3.61,6.28,0,0,999,sa920186
William Ouellette,Blue Jays,0,0,6.26,0,1,0,1,1,1,0,1,1,1.73,6.24,5.54,6.28,0,0,999,sa921422
Austin Moore,Rockies,0,0,6.42,0,1,0,1,1,1,0,1,1,1.88,5.71,6.37,6.28,0,0,999,sa918589
Harold Guerrero,Phillies,0,0,5.93,0,1,0,1,1,1,0,1,1,1.85,7.12,7.37,6.29,0,0,999,sa506060
Michael Gunn,Red Sox,0,0,6.1,0,1,0,1,1,1,0,1,1,1.88,6.23,7.19,6.29,0,0,999,sa827321
Casey Brown,Phillies,0,0,5.99,0,1,0,1,1,1,0,1,1,1.83,5.58,6.36,6.29,0,0,999,sa3002598
Vance Tatum,Royals,0,0,6.09,0,1,0,1,1,1,0,1,1,1.86,5.64,6.79,6.29,0,0,999,sa874233
Alex Bisacca,Yankees,0,0,6.1,0,1,0,1,1,1,0,1,1,1.81,5.56,6.06,6.29,0,0,999,sa876208
Jhon Martinez,Braves,0,0,6.13,0,0,0,1,1,1,0,1,1,1.86,4.6,6.21,6.29,0,0,999,sa737095
Carlos Pinales,Red Sox,0,0,6.31,0,1,0,1,1,1,0,1,1,1.76,5.11,5.4,6.29,0,0,999,sa551690
Jeffry Fernandez,Red Sox,0,0,6.29,0,1,0,1,1,1,0,1,1,1.75,5.07,5.31,6.29,0,0,999,sa597215
Rob Huber,Athletics,0,0,6.17,0,1,0,1,1,1,0,1,1,1.81,5.88,6.4,6.29,0,0,999,sa829419
Anthony Marzi,Twins,0,0,6.27,0,0,0,1,1,1,0,1,1,1.71,4.77,4.63,6.29,0,0,999,sa884740
Dakota Smith,Red Sox,0,0,6.31,0,1,0,1,1,1,0,1,1,1.76,4.62,5.21,6.29,0,0,999,sa924537
Mikey York,Rays,0,0,6.14,0,0,0,1,1,1,0,1,1,1.67,5,4.65,6.3,0,0,999,sa918008
Juan Macias,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.72,5.77,5.43,6.3,0,0,999,sa914049
Grant Zawadzki,Rangers,0,0,6.26,0,1,0,1,1,1,0,1,1,1.83,5.97,6.31,6.3,0,0,999,sa919549
Trent Johnson,Mets,0,0,6.17,0,0,0,1,1,1,0,0,1,1.84,4.29,5.88,6.3,0,0,999,sa918354
Rico Garcia,Rockies,0,0,6.51,0,0,0,1,1,1,0,1,1,1.77,5.34,5.07,6.3,0,0,999,sa918679
Danny Dopico,White Sox,0,0,6.02,0,1,0,1,1,1,0,1,1,1.85,7.77,7.62,6.3,0,0,999,sa875346
David Burkhalter,Brewers,0,0,6.46,0,0,0,1,1,1,0,1,0,1.69,5.49,4.28,6.3,0,0,999,sa829016
Matt Imhof,Phillies,0,0,6.03,0,0,0,1,1,1,0,1,1,1.8,6.66,6.61,6.3,0,0,999,sa828688
Travis Eckert,Royals,0,0,6.33,0,0,0,1,1,1,0,0,1,1.78,4.25,5.19,6.3,0,0,999,sa875261
Jhoan Duran,Diamondbacks,0,0,6.32,0,0,0,1,1,1,0,1,1,1.81,4.63,5.62,6.3,0,0,999,sa873347
Jordan Carter,Indians,0,0,6.15,0,1,0,1,1,1,0,1,1,1.8,4.74,5.73,6.3,0,0,999,sa829482
Weilly Yan,Giants,0,0,6.01,0,1,0,1,1,1,0,1,1,1.93,5.86,7.78,6.31,0,0,999,sa828195
Willy Taveras,Mets,0,0,6.25,0,0,0,1,1,1,0,1,1,1.78,4.81,5.42,6.31,0,0,999,sa917753
Ty Boyles,Reds,0,0,6.09,0,0,0,1,1,1,0,1,1,1.71,5.26,5,6.31,0,0,999,sa737945
Dawrin Frias,Mets,0,0,6.13,0,1,0,1,1,1,0,1,1,1.86,6.52,7.07,6.31,0,0,999,sa506935
Jose Marte,Giants,0,0,6.13,0,0,0,1,1,1,0,1,1,1.88,4.75,6.78,6.31,0,0,999,sa917458
Colin Rodgers,Royals,0,0,6.19,0,0,0,1,1,1,0,1,1,1.8,5.01,5.88,6.31,0,0,999,sa657940
Jose Marrujo,,0,0,6.18,0,1,0,1,1,1,0,1,1,1.72,5.13,5.12,6.31,0,0,999,sa546533
Blake Taylor,Mets,0,0,5.99,0,0,0,1,1,1,0,1,1,1.85,5.42,6.63,6.31,0,0,999,sa737558
Xavier Altamirano,Athletics,0,0,6.33,0,0,0,1,1,1,0,1,1,1.7,4.76,4.65,6.31,0,0,999,sa875865
Luis Cedeno,Yankees,0,0,6.1,0,1,0,1,1,1,0,1,1,1.74,5.88,5.56,6.31,0,0,999,sa659945
Greg Maisto,Rays,0,0,5.88,0,1,0,1,1,1,0,1,1,1.83,5.29,6.64,6.31,0,0,999,sa829226
Nestor Ramirez,Diamondbacks,0,0,6.19,0,1,0,1,1,1,0,1,1,1.88,5.61,6.83,6.31,0,0,999,sa873160
Ljay Newsome,Mariners,0,0,6.22,0,0,0,1,1,1,0,1,0,1.57,4.94,3.52,6.31,0,0,999,sa875837
Matt Flemer,Rockies,0,0,6.36,0,0,0,1,1,1,0,1,0,1.54,5.68,3.01,6.31,0,0,999,sa580429
Kaleb Earls,Brewers,0,0,6.39,0,1,0,1,1,1,0,1,1,1.82,6.22,6.06,6.31,0,0,999,sa829064
Miguel Ruiz,,0,0,6.27,0,0,0,1,1,1,0,1,0,1.68,4.76,4.41,6.32,0,0,999,sa509788
Omarlin Lopez,Rangers,0,0,6.21,0,1,0,1,1,1,0,1,1,1.82,6.15,6.35,6.32,0,0,999,sa737481
Daniel Sanchez,,0,0,6.3,0,1,0,1,1,1,0,1,1,1.76,5.24,5.36,6.32,0,0,999,sa3000800
Matt Vogel,Rays,0,0,6,0,1,0,1,1,1,0,1,1,1.84,6.59,7.15,6.32,0,0,999,sa738652
Caleb Hamrick,Indians,0,0,6.15,0,1,0,1,1,1,0,1,1,1.81,6.33,6.53,6.32,0,0,999,sa658117
Daniel Brown,Brewers,0,0,6.16,0,1,0,1,1,1,0,1,1,1.91,6.74,7.39,6.32,0,0,999,sa918031
David McKay,Royals,0,0,6.38,0,0,0,1,1,1,0,0,1,1.72,4.39,4.68,6.32,0,0,999,sa738438
Joan Martinez,Red Sox,0,0,6.26,0,1,0,1,1,1,0,1,1,1.83,5.82,6.5,6.32,0,0,999,sa917483
Williams Ramirez,Twins,0,0,6.17,0,1,0,1,1,1,0,1,1,1.83,7.02,7.01,6.32,0,0,999,sa739056
Matt Taylor,Orioles,0,0,6.21,0,0,0,1,1,1,0,1,1,1.78,4.97,5.39,6.32,0,0,999,sa503776
Chris Pike,Rays,0,0,6.12,0,0,0,1,1,1,0,1,0,1.61,4.57,3.99,6.32,0,0,999,sa829177
Jared Robinson,Indians,0,0,6.17,0,1,0,1,1,1,0,1,1,1.73,4.62,4.99,6.33,0,0,999,sa829022
Miguel Sanchez,Brewers,0,0,6.4,0,1,0,1,1,1,0,1,1,1.82,6.85,6.31,6.33,0,0,999,sa916730
Mitchell Osnowitz,Red Sox,0,0,6.23,0,1,0,1,1,1,0,1,1,1.89,6.18,7.19,6.33,0,0,999,sa833270
Matt Milroy,Rangers,0,0,6.17,0,1,0,1,1,1,0,1,1,1.89,7.16,7.55,6.33,0,0,999,sa503072
Francisco Cordova,,0,0,6.3,0,0,0,1,1,1,0,0,0,1.65,4.07,3.8,6.33,0,0,999,sa254785
Nattino Diplan,Brewers,0,0,6.4,0,0,0,1,1,1,0,1,1,1.82,5.67,5.83,6.33,0,0,999,sa737469
Zach Plesac,Indians,0,0,6.27,0,0,0,1,1,1,0,1,1,1.7,5.25,4.89,6.33,0,0,999,sa873700
Willie Gabay,Yankees,0,0,6.13,0,1,0,1,1,1,0,1,1,1.81,6.38,6.44,6.33,0,0,999,sa658273
Robbie Dickey,Nationals,0,0,6.13,0,1,0,1,1,1,0,1,1,1.92,6.45,7.63,6.33,0,0,999,sa828877
Braden Webb,Brewers,0,0,6.45,0,0,0,1,1,1,0,1,1,1.81,6.35,5.97,6.33,0,0,999,sa876362
Ryan Harris,Red Sox,0,0,6.3,0,1,0,1,1,1,0,1,1,1.85,5.52,6.46,6.33,0,0,999,sa602405
Alexis Ruiz,,0,0,6.31,0,1,0,1,1,1,0,1,1,1.72,4.73,4.77,6.34,0,0,999,sa869881
